<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,Close,<VOL>
15/11/17,00:00:00,22.420.0000000,22.970.0000000,22.339.0000000,22.870.0000000,828.794
16/11/17,00:00:00,22.878.0000000,23.038.0000000,22.066.0000000,22.989.0000000,1.014.056
17/11/17,00:00:00,22.985.0000000,23.000.0000000,22.575.0000000,22.693.0000000,475.130
20/11/17,00:00:00,22.705.0000000,22.757.0000000,22.511.0000000,22.649.0000000,282.738
21/11/17,00:00:00,22.667.0000000,23.468.0000000,22.565.0000000,23.299.0000000,767.785
22/11/17,00:00:00,23.298.0000000,23.569.0000000,23.009.0000000,23.158.0000000,580.142
23/11/17,00:00:00,23.159.0000000,23.250.0000000,22.657.0000000,22.678.0000000,470.284
24/11/17,00:00:00,22.678.0000000,23.011.0000000,22.353.0000000,22.940.0000000,576.898
27/11/17,00:00:00,22.935.0000000,23.044.0000000,22.628.0000000,22.765.0000000,309.829
28/11/17,00:00:00,22.763.0000000,23.248.0000000,22.450.0000000,23.150.0000000,484.538
29/11/17,00:00:00,23.155.0000000,23.290.0000000,22.751.0000000,22.830.0000000,495.949
30/11/17,00:00:00,22.857.0000000,23.016.0000000,22.359.0000000,22.506.0000000,425.940
01/12/17,00:00:00,22.544.0000000,22.696.0000000,22.081.0000000,22.155.0000000,507.122
04/12/17,00:00:00,22.155.0000000,22.700.0000000,22.066.0000000,22.484.0000000,512.259
05/12/17,00:00:00,22.498.0000000,22.555.0000000,22.289.0000000,22.410.0000000,342.457
06/12/17,00:00:00,22.410.0000000,22.600.0000000,22.250.0000000,22.379.0000000,288.059
07/12/17,00:00:00,22.380.0000000,22.562.0000000,21.977.0000000,22.071.0000000,427.584
08/12/17,00:00:00,22.096.0000000,22.389.0000000,22.044.0000000,22.250.0000000,408.793
11/12/17,00:00:00,22.608.0000000,23.250.0000000,22.550.0000000,23.241.0000000,21.422
12/12/17,00:00:00,23.249.0000000,23.444.0000000,23.020.0000000,23.111.0000000,18.783
13/12/17,00:00:00,23.130.0000000,23.260.0000000,22.517.0000000,22.780.0000000,31.051
14/12/17,00:00:00,22.755.0000000,23.441.0000000,22.574.0000000,23.331.0000000,43.003
15/12/17,00:00:00,23.322.0000000,23.414.0000000,23.007.0000000,23.023.0000000,51.371
18/12/17,00:00:00,23.056.0000000,23.325.0000000,22.982.0000000,23.120.0000000,40.990
19/12/17,00:00:00,23.147.0000000,23.249.0000000,22.793.0000000,22.910.0000000,92.135
20/12/17,00:00:00,22.919.0000000,23.105.0000000,22.694.0000000,23.053.0000000,158.335
21/12/17,00:00:00,23.070.0000000,23.169.0000000,22.601.0000000,22.798.0000000,388.346
22/12/17,00:00:00,22.790.0000000,22.873.0000000,22.509.0000000,22.604.0000000,261.343
25/12/17,00:00:00,22.628.0000000,22.818.0000000,22.556.0000000,22.723.0000000,199.493
26/12/17,00:00:00,22.733.0000000,23.299.0000000,22.520.0000000,22.882.0000000,231.882
27/12/17,00:00:00,22.874.0000000,23.213.0000000,22.712.0000000,23.136.0000000,301.666
28/12/17,00:00:00,23.111.0000000,23.140.0000000,22.662.0000000,22.766.0000000,214.325
29/12/17,00:00:00,22.770.0000000,23.009.0000000,22.684.0000000,22.784.0000000,134.350
03/01/18,00:00:00,22.850.0000000,23.634.0000000,22.850.0000000,23.523.0000000,268.402
04/01/18,00:00:00,23.535.0000000,24.299.0000000,23.430.0000000,24.183.0000000,352.171
05/01/18,00:00:00,24.183.0000000,24.341.0000000,24.012.0000000,24.219.0000000,230.106
09/01/18,00:00:00,24.265.0000000,24.717.0000000,24.233.0000000,24.375.0000000,344.647
10/01/18,00:00:00,24.375.0000000,24.448.0000000,24.026.0000000,24.071.0000000,291.132
11/01/18,00:00:00,24.070.0000000,24.404.0000000,23.833.0000000,24.167.0000000,384.121
12/01/18,00:00:00,24.174.0000000,24.215.0000000,23.912.0000000,24.215.0000000,256.601
15/01/18,00:00:00,24.215.0000000,24.428.0000000,24.100.0000000,24.149.0000000,230.353
16/01/18,00:00:00,24.159.0000000,24.316.0000000,23.897.0000000,24.134.0000000,276.605
17/01/18,00:00:00,24.152.0000000,24.332.0000000,23.971.0000000,24.280.0000000,245.546
18/01/18,00:00:00,24.310.0000000,25.000.0000000,24.290.0000000,24.962.0000000,471.016
19/01/18,00:00:00,24.954.0000000,24.954.0000000,24.345.0000000,24.549.0000000,371.231
22/01/18,00:00:00,24.561.0000000,24.800.0000000,24.413.0000000,24.747.0000000,247.070
23/01/18,00:00:00,24.758.0000000,24.913.0000000,24.432.0000000,24.790.0000000,343.187
24/01/18,00:00:00,24.723.0000000,25.170.0000000,24.502.0000000,25.060.0000000,356.824
25/01/18,00:00:00,25.080.0000000,25.432.0000000,25.011.0000000,25.144.0000000,507.191
26/01/18,00:00:00,25.152.0000000,25.388.0000000,24.844.0000000,25.023.0000000,338.106
29/01/18,00:00:00,25.011.0000000,25.306.0000000,24.833.0000000,25.240.0000000,347.906
30/01/18,00:00:00,25.235.0000000,26.133.0000000,25.023.0000000,25.956.0000000,668.447
31/01/18,00:00:00,25.957.0000000,26.842.0000000,25.819.0000000,26.766.0000000,593.254
01/02/18,00:00:00,26.760.0000000,27.264.0000000,26.289.0000000,26.484.0000000,807.457
02/02/18,00:00:00,26.484.0000000,26.700.0000000,25.840.0000000,25.840.0000000,533.086
05/02/18,00:00:00,25.840.0000000,26.064.0000000,25.403.0000000,25.456.0000000,413.610
06/02/18,00:00:00,25.411.0000000,26.475.0000000,25.071.0000000,26.417.0000000,716.312
07/02/18,00:00:00,26.417.0000000,26.636.0000000,25.725.0000000,25.765.0000000,516.725
08/02/18,00:00:00,25.789.0000000,26.168.0000000,25.331.0000000,25.366.0000000,485.181
09/02/18,00:00:00,25.331.0000000,25.490.0000000,24.611.0000000,25.400.0000000,844.744
12/02/18,00:00:00,25.423.0000000,25.899.0000000,25.360.0000000,25.813.0000000,523.070
13/02/18,00:00:00,25.812.0000000,26.131.0000000,25.660.0000000,26.130.0000000,431.922
14/02/18,00:00:00,26.120.0000000,26.718.0000000,25.834.0000000,26.700.0000000,699.352
15/02/18,00:00:00,26.718.0000000,27.035.0000000,26.480.0000000,26.680.0000000,622.758
16/02/18,00:00:00,26.691.0000000,26.949.0000000,26.456.0000000,26.749.0000000,455.761
19/02/18,00:00:00,26.773.0000000,27.148.0000000,26.670.0000000,26.810.0000000,264.776
20/02/18,00:00:00,26.812.0000000,26.932.0000000,26.612.0000000,26.810.0000000,310.302
21/02/18,00:00:00,26.785.0000000,28.196.0000000,26.730.0000000,27.999.0000000,726.994
22/02/18,00:00:00,27.954.0000000,28.074.0000000,27.672.0000000,27.925.0000000,412.846
26/02/18,00:00:00,27.928.0000000,28.625.0000000,27.928.0000000,28.249.0000000,525.399
27/02/18,00:00:00,28.230.0000000,28.230.0000000,27.604.0000000,27.624.0000000,430.244
28/02/18,00:00:00,27.643.0000000,27.839.0000000,27.211.0000000,27.258.0000000,477.574
01/03/18,00:00:00,27.253.0000000,27.800.0000000,27.200.0000000,27.580.0000000,428.937
02/03/18,00:00:00,27.531.0000000,27.640.0000000,26.950.0000000,27.520.0000000,506.139
05/03/18,00:00:00,27.489.0000000,27.967.0000000,27.421.0000000,27.897.0000000,339.126
06/03/18,00:00:00,27.909.0000000,28.217.0000000,27.359.0000000,27.405.0000000,377.514
07/03/18,00:00:00,27.400.0000000,27.732.0000000,27.070.0000000,27.415.0000000,434.440
09/03/18,00:00:00,27.429.0000000,27.604.0000000,27.114.0000000,27.564.0000000,233.771
12/03/18,00:00:00,27.229.0000000,27.420.0000000,27.031.0000000,27.150.0000000,16.399
13/03/18,00:00:00,27.140.0000000,27.590.0000000,26.902.0000000,26.954.0000000,117.551
14/03/18,00:00:00,26.954.0000000,27.050.0000000,25.838.0000000,26.100.0000000,239.793
15/03/18,00:00:00,26.106.0000000,26.263.0000000,25.224.0000000,25.465.0000000,654.946
16/03/18,00:00:00,25.464.0000000,26.009.0000000,25.211.0000000,25.956.0000000,685.828
19/03/18,00:00:00,25.985.0000000,26.137.0000000,25.355.0000000,25.630.0000000,475.188
20/03/18,00:00:00,25.635.0000000,26.054.0000000,25.200.0000000,26.054.0000000,573.510
21/03/18,00:00:00,26.055.0000000,27.190.0000000,25.926.0000000,27.187.0000000,690.734
22/03/18,00:00:00,27.190.0000000,27.290.0000000,26.365.0000000,26.365.0000000,617.405
23/03/18,00:00:00,26.363.0000000,26.586.0000000,26.050.0000000,26.174.0000000,486.457
26/03/18,00:00:00,26.188.0000000,26.794.0000000,25.400.0000000,25.700.0000000,700.856
27/03/18,00:00:00,25.700.0000000,26.097.0000000,25.436.0000000,25.741.0000000,528.053
28/03/18,00:00:00,25.741.0000000,25.865.0000000,25.273.0000000,25.507.0000000,451.780
29/03/18,00:00:00,25.509.0000000,25.840.0000000,25.475.0000000,25.678.0000000,334.850
30/03/18,00:00:00,25.698.0000000,25.740.0000000,25.506.0000000,25.677.0000000,160.445
02/04/18,00:00:00,25.674.0000000,26.096.0000000,24.908.0000000,25.013.0000000,522.955
03/04/18,00:00:00,25.044.0000000,25.475.0000000,24.650.0000000,25.460.0000000,579.238
04/04/18,00:00:00,25.440.0000000,25.850.0000000,24.933.0000000,25.842.0000000,569.344
05/04/18,00:00:00,25.842.0000000,26.368.0000000,25.630.0000000,26.240.0000000,505.437
06/04/18,00:00:00,26.227.0000000,26.286.0000000,25.475.0000000,25.504.0000000,494.819
09/04/18,00:00:00,25.520.0000000,25.575.0000000,21.154.0000000,21.650.0000000,1.444.820
10/04/18,00:00:00,21.650.0000000,22.600.0000000,20.020.0000000,21.355.0000000,1.286.271
11/04/18,00:00:00,21.352.0000000,22.492.0000000,20.600.0000000,21.315.0000000,872.247
12/04/18,00:00:00,21.320.0000000,21.995.0000000,21.088.0000000,21.461.0000000,557.959
13/04/18,00:00:00,21.441.0000000,21.817.0000000,20.436.0000000,20.730.0000000,594.955
16/04/18,00:00:00,20.670.0000000,20.988.0000000,19.370.0000000,20.458.0000000,1.105.275
17/04/18,00:00:00,20.459.0000000,21.440.0000000,20.151.0000000,21.223.0000000,885.752
18/04/18,00:00:00,21.237.0000000,22.272.0000000,21.106.0000000,21.924.0000000,829.150
19/04/18,00:00:00,21.937.0000000,22.495.0000000,21.360.0000000,21.780.0000000,911.721
20/04/18,00:00:00,21.771.0000000,21.975.0000000,21.481.0000000,21.895.0000000,510.613
23/04/18,00:00:00,21.861.0000000,22.833.0000000,21.578.0000000,22.700.0000000,822.989
24/04/18,00:00:00,22.750.0000000,23.122.0000000,22.210.0000000,22.214.0000000,692.108
25/04/18,00:00:00,22.240.0000000,22.626.0000000,22.071.0000000,22.420.0000000,639.095
26/04/18,00:00:00,22.452.0000000,22.513.0000000,21.837.0000000,22.401.0000000,541.334
27/04/18,00:00:00,22.435.0000000,22.810.0000000,22.010.0000000,22.665.0000000,502.059
28/04/18,00:00:00,22.684.0000000,22.750.0000000,22.505.0000000,22.693.0000000,90.396
30/04/18,00:00:00,22.716.0000000,23.097.0000000,22.391.0000000,22.733.0000000,330.181
02/05/18,00:00:00,22.741.0000000,23.346.0000000,22.630.0000000,23.088.0000000,336.128
03/05/18,00:00:00,23.079.0000000,23.500.0000000,22.996.0000000,23.188.0000000,604.336
04/05/18,00:00:00,23.180.0000000,23.322.0000000,22.792.0000000,23.275.0000000,418.458
07/05/18,00:00:00,23.271.0000000,23.450.0000000,22.530.0000000,22.807.0000000,386.980
08/05/18,00:00:00,22.831.0000000,23.066.0000000,22.650.0000000,22.920.0000000,414.212
10/05/18,00:00:00,22.925.0000000,23.740.0000000,22.925.0000000,23.595.0000000,471.778
11/05/18,00:00:00,23.599.0000000,23.998.0000000,23.568.0000000,23.811.0000000,411.689
14/05/18,00:00:00,23.830.0000000,23.981.0000000,23.580.0000000,23.829.0000000,347.617
15/05/18,00:00:00,23.842.0000000,23.928.0000000,23.065.0000000,23.155.0000000,404.004
16/05/18,00:00:00,23.156.0000000,23.387.0000000,22.836.0000000,23.210.0000000,516.729
17/05/18,00:00:00,23.213.0000000,23.290.0000000,22.584.0000000,22.631.0000000,390.521
18/05/18,00:00:00,22.645.0000000,23.000.0000000,22.365.0000000,22.456.0000000,472.819
21/05/18,00:00:00,22.496.0000000,22.900.0000000,22.496.0000000,22.851.0000000,300.370
22/05/18,00:00:00,22.885.0000000,22.898.0000000,22.450.0000000,22.617.0000000,317.622
23/05/18,00:00:00,22.614.0000000,22.614.0000000,22.231.0000000,22.391.0000000,323.032
24/05/18,00:00:00,22.386.0000000,22.520.0000000,22.236.0000000,22.380.0000000,286.661
25/05/18,00:00:00,22.388.0000000,22.487.0000000,22.014.0000000,22.193.0000000,333.522
28/05/18,00:00:00,22.178.0000000,22.386.0000000,22.040.0000000,22.293.0000000,215.432
29/05/18,00:00:00,22.263.0000000,22.323.0000000,21.820.0000000,22.036.0000000,339.107
30/05/18,00:00:00,22.067.0000000,22.427.0000000,21.905.0000000,22.370.0000000,364.155
31/05/18,00:00:00,22.363.0000000,22.540.0000000,22.083.0000000,22.182.0000000,437.935
01/06/18,00:00:00,22.197.0000000,22.368.0000000,22.005.0000000,22.139.0000000,274.409
04/06/18,00:00:00,22.140.0000000,22.364.0000000,21.945.0000000,22.076.0000000,309.650
05/06/18,00:00:00,22.068.0000000,22.176.0000000,21.525.0000000,21.611.0000000,470.186
06/06/18,00:00:00,21.644.0000000,21.995.0000000,21.545.0000000,21.975.0000000,375.414
07/06/18,00:00:00,21.976.0000000,22.030.0000000,21.601.0000000,21.695.0000000,286.194
08/06/18,00:00:00,21.671.0000000,21.770.0000000,21.083.0000000,21.260.0000000,474.481
09/06/18,00:00:00,21.277.0000000,21.384.0000000,21.219.0000000,21.320.0000000,64.415
11/06/18,00:00:00,20.651.0000000,20.717.0000000,20.211.0000000,20.513.0000000,6.566
13/06/18,00:00:00,20.514.0000000,21.270.0000000,20.330.0000000,20.860.0000000,36.076
14/06/18,00:00:00,20.850.0000000,21.100.0000000,20.681.0000000,20.783.0000000,37.921
15/06/18,00:00:00,20.773.0000000,20.855.0000000,20.140.0000000,20.263.0000000,48.176
18/06/18,00:00:00,20.244.0000000,20.472.0000000,19.856.0000000,20.142.0000000,51.994
19/06/18,00:00:00,20.121.0000000,20.152.0000000,19.542.0000000,20.074.0000000,84.445
20/06/18,00:00:00,20.057.0000000,20.638.0000000,20.057.0000000,20.497.0000000,219.857
21/06/18,00:00:00,20.500.0000000,20.740.0000000,20.175.0000000,20.403.0000000,399.303
22/06/18,00:00:00,20.405.0000000,20.946.0000000,20.270.0000000,20.735.0000000,488.963
25/06/18,00:00:00,20.734.0000000,21.039.0000000,20.449.0000000,20.662.0000000,420.791
26/06/18,00:00:00,20.672.0000000,20.840.0000000,20.303.0000000,20.525.0000000,357.125
27/06/18,00:00:00,20.524.0000000,21.290.0000000,20.195.0000000,21.035.0000000,655.892
28/06/18,00:00:00,21.036.0000000,21.417.0000000,21.036.0000000,21.349.0000000,404.691
29/06/18,00:00:00,21.363.0000000,22.237.0000000,21.363.0000000,22.160.0000000,423.798
02/07/18,00:00:00,22.160.0000000,22.629.0000000,21.930.0000000,22.425.0000000,450.916
03/07/18,00:00:00,22.427.0000000,22.592.0000000,22.050.0000000,22.230.0000000,375.890
04/07/18,00:00:00,22.215.0000000,22.300.0000000,22.004.0000000,22.130.0000000,193.694
05/07/18,00:00:00,22.121.0000000,22.785.0000000,22.022.0000000,22.696.0000000,434.265
06/07/18,00:00:00,22.697.0000000,23.097.0000000,22.492.0000000,23.050.0000000,509.142
09/07/18,00:00:00,23.057.0000000,23.463.0000000,23.057.0000000,23.398.0000000,354.982
10/07/18,00:00:00,23.399.0000000,23.570.0000000,23.114.0000000,23.276.0000000,428.969
11/07/18,00:00:00,23.270.0000000,23.291.0000000,22.712.0000000,22.843.0000000,474.886
12/07/18,00:00:00,22.845.0000000,23.173.0000000,22.821.0000000,23.087.0000000,322.577
13/07/18,00:00:00,23.080.0000000,23.409.0000000,22.880.0000000,23.154.0000000,404.191
16/07/18,00:00:00,23.162.0000000,23.419.0000000,22.900.0000000,22.978.0000000,300.793
17/07/18,00:00:00,22.970.0000000,23.028.0000000,22.350.0000000,22.635.0000000,393.293
18/07/18,00:00:00,22.633.0000000,22.702.0000000,21.863.0000000,21.976.0000000,465.861
19/07/18,00:00:00,21.972.0000000,22.003.0000000,20.940.0000000,21.098.0000000,656.265
20/07/18,00:00:00,21.099.0000000,21.400.0000000,20.386.0000000,20.721.0000000,919.676
23/07/18,00:00:00,20.732.0000000,21.325.0000000,20.732.0000000,21.133.0000000,462.674
24/07/18,00:00:00,21.134.0000000,21.837.0000000,21.111.0000000,21.287.0000000,481.405
25/07/18,00:00:00,21.294.0000000,21.848.0000000,21.087.0000000,21.820.0000000,593.438
26/07/18,00:00:00,21.814.0000000,21.905.0000000,21.108.0000000,21.166.0000000,523.215
27/07/18,00:00:00,21.197.0000000,21.358.0000000,20.790.0000000,21.008.0000000,515.138
30/07/18,00:00:00,20.991.0000000,21.494.0000000,20.904.0000000,21.300.0000000,435.207
31/07/18,00:00:00,21.342.0000000,21.786.0000000,21.252.0000000,21.613.0000000,447.056
01/08/18,00:00:00,21.609.0000000,21.750.0000000,21.186.0000000,21.285.0000000,434.716
02/08/18,00:00:00,21.265.0000000,21.384.0000000,20.722.0000000,20.863.0000000,451.150
03/08/18,00:00:00,20.856.0000000,20.862.0000000,20.223.0000000,20.360.0000000,563.081
06/08/18,00:00:00,20.374.0000000,20.741.0000000,20.167.0000000,20.652.0000000,520.708
07/08/18,00:00:00,20.659.0000000,21.000.0000000,20.207.0000000,20.340.0000000,591.236
08/08/18,00:00:00,20.331.0000000,20.436.0000000,19.186.0000000,19.224.0000000,1.073.986
09/08/18,00:00:00,19.224.0000000,19.776.0000000,18.391.0000000,19.693.0000000,1.244.690
10/08/18,00:00:00,19.664.0000000,19.865.0000000,18.463.0000000,18.600.0000000,1.071.492
13/08/18,00:00:00,18.600.0000000,19.508.0000000,18.111.0000000,19.379.0000000,908.492
14/08/18,00:00:00,19.394.0000000,19.765.0000000,18.971.0000000,19.540.0000000,785.753
15/08/18,00:00:00,19.530.0000000,19.558.0000000,18.795.0000000,18.960.0000000,708.715
16/08/18,00:00:00,18.968.0000000,19.394.0000000,18.962.0000000,19.241.0000000,574.538
17/08/18,00:00:00,19.256.0000000,19.477.0000000,18.983.0000000,19.392.0000000,476.410
20/08/18,00:00:00,19.392.0000000,19.547.0000000,19.128.0000000,19.242.0000000,436.140
21/08/18,00:00:00,19.246.0000000,19.404.0000000,19.073.0000000,19.359.0000000,406.913
22/08/18,00:00:00,19.375.0000000,19.495.0000000,18.786.0000000,19.077.0000000,519.583
23/08/18,00:00:00,19.050.0000000,19.050.0000000,17.800.0000000,17.831.0000000,1.048.930
24/08/18,00:00:00,17.839.0000000,18.198.0000000,17.381.0000000,18.189.0000000,1.114.294
27/08/18,00:00:00,18.190.0000000,18.486.0000000,18.161.0000000,18.390.0000000,579.040
28/08/18,00:00:00,18.414.0000000,18.573.0000000,18.072.0000000,18.290.0000000,538.191
29/08/18,00:00:00,18.295.0000000,18.689.0000000,18.222.0000000,18.674.0000000,493.516
30/08/18,00:00:00,18.653.0000000,18.694.0000000,17.290.0000000,17.870.0000000,711.967
31/08/18,00:00:00,17.870.0000000,18.295.0000000,17.632.0000000,18.181.0000000,696.909
03/09/18,00:00:00,18.205.0000000,18.365.0000000,18.084.0000000,18.150.0000000,392.854
04/09/18,00:00:00,18.178.0000000,18.324.0000000,17.832.0000000,17.992.0000000,578.442
05/09/18,00:00:00,17.963.0000000,18.194.0000000,17.882.0000000,17.912.0000000,420.390
06/09/18,00:00:00,17.912.0000000,18.073.0000000,17.395.0000000,17.485.0000000,605.844
07/09/18,00:00:00,17.485.0000000,17.789.0000000,17.436.0000000,17.580.0000000,596.469
10/09/18,00:00:00,17.914.0000000,17.993.0000000,17.202.0000000,17.460.0000000,12.785
11/09/18,00:00:00,17.460.0000000,17.641.0000000,16.942.0000000,17.390.0000000,29.883
12/09/18,00:00:00,17.399.0000000,17.900.0000000,17.313.0000000,17.760.0000000,37.392
13/09/18,00:00:00,17.774.0000000,19.251.0000000,17.760.0000000,18.720.0000000,101.969
14/09/18,00:00:00,18.750.0000000,19.378.0000000,18.620.0000000,19.273.0000000,91.612
17/09/18,00:00:00,19.282.0000000,19.550.0000000,19.035.0000000,19.160.0000000,91.748
18/09/18,00:00:00,19.180.0000000,19.654.0000000,19.014.0000000,19.570.0000000,132.707
19/09/18,00:00:00,19.590.0000000,19.827.0000000,19.516.0000000,19.802.0000000,236.316
20/09/18,00:00:00,19.830.0000000,20.164.0000000,19.405.0000000,19.430.0000000,841.513
21/09/18,00:00:00,19.443.0000000,19.849.0000000,19.244.0000000,19.769.0000000,768.016
24/09/18,00:00:00,19.779.0000000,20.384.0000000,19.779.0000000,20.378.0000000,654.711
25/09/18,00:00:00,20.362.0000000,20.490.0000000,19.835.0000000,19.881.0000000,793.846
26/09/18,00:00:00,19.885.0000000,20.113.0000000,19.716.0000000,19.827.0000000,631.909
27/09/18,00:00:00,19.835.0000000,20.900.0000000,19.808.0000000,20.895.0000000,838.491
28/09/18,00:00:00,20.897.0000000,20.946.0000000,20.349.0000000,20.636.0000000,877.964
01/10/18,00:00:00,20.641.0000000,20.994.0000000,20.520.0000000,20.977.0000000,537.758
02/10/18,00:00:00,20.972.0000000,20.972.0000000,20.176.0000000,20.259.0000000,639.293
03/10/18,00:00:00,20.270.0000000,20.608.0000000,20.030.0000000,20.260.0000000,657.665
04/10/18,00:00:00,20.240.0000000,20.240.0000000,19.100.0000000,19.117.0000000,722.971
05/10/18,00:00:00,19.117.0000000,19.478.0000000,18.806.0000000,19.172.0000000,920.530
08/10/18,00:00:00,19.169.0000000,19.751.0000000,18.566.0000000,19.705.0000000,972.027
09/10/18,00:00:00,19.724.0000000,19.932.0000000,19.164.0000000,19.466.0000000,957.814
10/10/18,00:00:00,19.488.0000000,19.825.0000000,18.820.0000000,18.847.0000000,897.281
11/10/18,00:00:00,18.824.0000000,19.121.0000000,18.505.0000000,18.901.0000000,1.255.634
12/10/18,00:00:00,18.922.0000000,19.706.0000000,18.922.0000000,19.674.0000000,759.005
15/10/18,00:00:00,19.674.0000000,19.674.0000000,19.157.0000000,19.170.0000000,673.382
16/10/18,00:00:00,19.170.0000000,20.097.0000000,19.169.0000000,20.070.0000000,686.695
17/10/18,00:00:00,20.083.0000000,20.200.0000000,19.535.0000000,19.725.0000000,834.675
18/10/18,00:00:00,19.697.0000000,19.697.0000000,19.191.0000000,19.295.0000000,584.677
19/10/18,00:00:00,19.300.0000000,19.423.0000000,18.534.0000000,18.653.0000000,922.884
22/10/18,00:00:00,18.662.0000000,19.032.0000000,18.208.0000000,18.345.0000000,1.033.002
23/10/18,00:00:00,18.340.0000000,18.650.0000000,17.930.0000000,18.614.0000000,915.436
24/10/18,00:00:00,18.608.0000000,19.240.0000000,18.275.0000000,18.773.0000000,1.116.314
25/10/18,00:00:00,18.762.0000000,19.101.0000000,18.530.0000000,18.891.0000000,927.632
26/10/18,00:00:00,18.870.0000000,18.870.0000000,18.039.0000000,18.303.0000000,958.521
29/10/18,00:00:00,18.300.0000000,18.848.0000000,18.070.0000000,18.520.0000000,792.385
30/10/18,00:00:00,18.525.0000000,18.893.0000000,18.374.0000000,18.745.0000000,755.808
31/10/18,00:00:00,18.745.0000000,19.324.0000000,18.680.0000000,19.148.0000000,807.625
01/11/18,00:00:00,19.148.0000000,19.320.0000000,18.851.0000000,19.095.0000000,858.143
02/11/18,00:00:00,19.103.0000000,19.545.0000000,19.047.0000000,19.541.0000000,669.235
06/11/18,00:00:00,19.543.0000000,20.127.0000000,19.543.0000000,19.939.0000000,590.141
07/11/18,00:00:00,19.920.0000000,20.481.0000000,19.722.0000000,20.351.0000000,904.402
08/11/18,00:00:00,20.350.0000000,20.630.0000000,20.085.0000000,20.085.0000000,916.325
09/11/18,00:00:00,20.125.0000000,20.363.0000000,19.587.0000000,19.942.0000000,807.322
12/11/18,00:00:00,19.975.0000000,20.355.0000000,19.650.0000000,19.660.0000000,776.682
13/11/18,00:00:00,19.702.0000000,20.144.0000000,19.533.0000000,19.720.0000000,833.431
14/11/18,00:00:00,19.718.0000000,20.278.0000000,19.472.0000000,20.245.0000000,874.193
15/11/18,00:00:00,20.230.0000000,20.405.0000000,20.091.0000000,20.266.0000000,612.585
16/11/18,00:00:00,20.279.0000000,20.507.0000000,19.771.0000000,19.969.0000000,650.956
19/11/18,00:00:00,19.976.0000000,20.215.0000000,19.878.0000000,19.986.0000000,543.074
20/11/18,00:00:00,19.975.0000000,19.975.0000000,19.301.0000000,19.386.0000000,731.689
21/11/18,00:00:00,19.399.0000000,20.106.0000000,19.399.0000000,19.906.0000000,630.937
22/11/18,00:00:00,19.922.0000000,20.129.0000000,19.703.0000000,20.045.0000000,489.392
23/11/18,00:00:00,20.024.0000000,20.380.0000000,19.589.0000000,19.940.0000000,549.389
26/11/18,00:00:00,19.928.0000000,19.928.0000000,18.668.0000000,19.048.0000000,898.070
27/11/18,00:00:00,19.050.0000000,19.391.0000000,18.815.0000000,19.181.0000000,812.907
28/11/18,00:00:00,19.190.0000000,19.498.0000000,19.038.0000000,19.333.0000000,643.872
29/11/18,00:00:00,19.333.0000000,19.730.0000000,19.051.0000000,19.480.0000000,727.547
30/11/18,00:00:00,19.481.0000000,19.682.0000000,19.198.0000000,19.631.0000000,560.088
03/12/18,00:00:00,19.655.0000000,20.280.0000000,19.655.0000000,20.129.0000000,618.488
04/12/18,00:00:00,20.123.0000000,20.170.0000000,19.637.0000000,19.651.0000000,528.180
05/12/18,00:00:00,19.635.0000000,19.754.0000000,19.475.0000000,19.647.0000000,450.262
06/12/18,00:00:00,19.640.0000000,19.640.0000000,19.010.0000000,19.511.0000000,689.883
07/12/18,00:00:00,19.502.0000000,19.698.0000000,19.250.0000000,19.260.0000000,634.862
10/12/18,00:00:00,19.698.0000000,19.920.0000000,19.433.0000000,19.701.0000000,6.607
11/12/18,00:00:00,19.671.0000000,19.822.0000000,19.442.0000000,19.671.0000000,13.544
12/12/18,00:00:00,19.760.0000000,19.827.0000000,19.305.0000000,19.380.0000000,13.388
13/12/18,00:00:00,19.390.0000000,19.563.0000000,19.221.0000000,19.410.0000000,27.202
14/12/18,00:00:00,19.360.0000000,19.374.0000000,18.665.0000000,18.700.0000000,56.055
17/12/18,00:00:00,18.677.0000000,20.268.0000000,17.000.0000000,18.505.0000000,76.466
18/12/18,00:00:00,18.477.0000000,19.035.0000000,18.415.0000000,18.844.0000000,141.739
19/12/18,00:00:00,18.818.0000000,19.415.0000000,18.800.0000000,18.980.0000000,267.463
20/12/18,00:00:00,18.948.0000000,19.579.0000000,18.915.0000000,19.200.0000000,543.862
21/12/18,00:00:00,19.210.0000000,19.392.0000000,18.892.0000000,18.925.0000000,476.877
24/12/18,00:00:00,18.954.0000000,19.096.0000000,18.537.0000000,18.600.0000000,358.883
25/12/18,00:00:00,18.580.0000000,18.850.0000000,18.260.0000000,18.840.0000000,362.597
26/12/18,00:00:00,18.810.0000000,19.088.0000000,18.603.0000000,19.058.0000000,434.168
27/12/18,00:00:00,19.088.0000000,19.149.0000000,18.663.0000000,18.892.0000000,411.310
28/12/18,00:00:00,18.893.0000000,19.266.0000000,18.827.0000000,19.105.0000000,306.320
29/12/18,00:00:00,19.085.0000000,19.085.0000000,18.851.0000000,18.920.0000000,87.648
03/01/19,00:00:00,18.925.0000000,19.478.0000000,18.912.0000000,19.043.0000000,366.164
04/01/19,00:00:00,19.069.0000000,19.508.0000000,19.069.0000000,19.488.0000000,260.220
08/01/19,00:00:00,19.497.0000000,19.649.0000000,19.340.0000000,19.500.0000000,268.244
